Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$3,000/mo",740 Bennington St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat63 Restaurants8 Groceries11 Nightlife,"740 Bennington St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 740 Bennington St #3 is located inEast Boston, Boston. 740 Bennington St #3 was listed for rent for $3,000/month on May 30, 2020.","Details for 740 Bennington St #3Multi FamilyNo pets allowed23 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,000No Air ConditioningStreet ParkingLaundry: In UnitHeating fuel: noneLaundry: SharedDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/740-bennington-st-3-boston-ma-02128--2428286605
"$1,850/mo",184 Cowper St #2,"East Boston, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat70 Restaurants10 Groceries15 Nightlife,"184 Cowper St #2,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 184 Cowper St #2 is located inEast Boston, Boston. 184 Cowper St #2 was listed for rent for $1,850/month on Mar 9, 2020.","Details for 184 Cowper St #2Multi FamilyRent Includes: Sewage, GarbageParking: Off StreetDeposit: $1,850Parking Type: noneNo Air ConditioningHeating fuel: noneRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/184-cowper-st-2-boston-ma-02128--2221732704
"$1,750/mo",329 E Eagle St #1,"East Boston, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools2 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat210 Restaurants36 Groceries56 Nightlife,"329 E Eagle St #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 329 E Eagle St #1 is located inEast Boston, Boston. 329 E Eagle St #1 was listed for rent for $1,750/month on Jun 16, 2020.","Details for 329 E Eagle St #1Multi Family6 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,750Parking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/329-e-eagle-st-1-boston-ma-02128--2343765381
"$1,900/mo",12 Everett St #301,"East Boston, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat444 Restaurants59 Groceries179 Nightlife,"12 Everett St #301,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 12 Everett St #301 is located inEast Boston, Boston. 12 Everett St #301 was listed for rent for $1,900/month on Feb 12, 2020.","Details for 12 Everett St #301Multi FamilyNo pets allowedRent Includes: Hot Water, Sewage, GarbageDeposit: $1,900Heating fuel: noneStreet ParkingNo Air ConditioningLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/12-everett-st-301-boston-ma-02128--2406137492
"$1,900/mo",12 Everett St #301,"East Boston, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat444 Restaurants59 Groceries179 Nightlife,"12 Everett St #301,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 12 Everett St #301 is located inEast Boston, Boston. 12 Everett St #301 was listed for rent for $1,900/month on Feb 12, 2020.","Details for 12 Everett St #301Multi FamilyNo pets allowedRent Includes: Hot Water, Sewage, GarbageDeposit: $1,900Heating fuel: noneStreet ParkingNo Air ConditioningLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/12-everett-st-301-boston-ma-02128--2406137492
"$2,800/mo",273 Maverick St #6,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat361 Restaurants49 Groceries148 Nightlife,"273 Maverick St #6,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 273 Maverick St #6 is located inEast Boston, Boston. 273 Maverick St #6 was listed for rent for $2,800/month on Jun 19, 2020.","Details for 273 Maverick St #6Multi Family3 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,800Parking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/273-maverick-st-6-boston-ma-02128--2410407844
"$2,800/mo",151 Meridian St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools7 Elementary Schools4 Middle Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat331 Restaurants64 Groceries110 Nightlife,"151 Meridian St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 151 Meridian St #3 is located inEast Boston, Boston. 151 Meridian St #3 was listed for rent for $2,800/month on Apr 26, 2020.","Details for 151 Meridian St #3Multi Family57 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,800Street ParkingLaundry: In UnitNo Air ConditioningHeating fuel: noneDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/151-meridian-st-3-boston-ma-02128--2412347676
"$2,800/mo",273 Maverick St #6,"East Boston, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat361 Restaurants49 Groceries148 Nightlife,"273 Maverick St #6,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 273 Maverick St #6 is located inEast Boston, Boston. 273 Maverick St #6 was listed for rent for $2,800/month on Jun 19, 2020.","Details for 273 Maverick St #6Multi Family3 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,800Parking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/273-maverick-st-6-boston-ma-02128--2410407844
"$2,685/mo",27 Eutaw St #1,"East Boston, Boston, MA",3 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat215 Restaurants41 Groceries56 Nightlife,"27 Eutaw St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 27 Eutaw St #1 is located inEast Boston, Boston. 27 Eutaw St #1 was listed for rent for $2,685/month on Jun 1, 2018.","Details for 27 Eutaw St #1Multi FamilyNo pets allowedRent Includes: Sewage, GarbageParking Type: noneHeating fuel: noneLaundry: SharedLaundry: In UnitNo Air ConditioningDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/27-eutaw-st-1-boston-ma-02128--2172842678
"$2,675/mo",208 Maverick St #1,"East Boston, Boston, MA",3 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat422 Restaurants59 Groceries169 Nightlife,"208 Maverick St #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 208 Maverick St #1 is located inEast Boston, Boston. 208 Maverick St #1 was listed for rent for $2,675/month on May 7, 2020.","Details for 208 Maverick St #1Multi FamilyNo pets allowed46 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,675Laundry: In UnitStreet ParkingHeating fuel: noneNo Air ConditioningDishwasherDisposalDryerRefrigeratorWasherFloors: TileHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/208-maverick-st-1-boston-ma-02128--2171826764
"$2,800/mo",130 Putnam St #3,"East Boston, Boston, MA",3 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat200 Restaurants35 Groceries53 Nightlife,"130 Putnam St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 130 Putnam St #3 is located inEast Boston, Boston. 130 Putnam St #3 was listed for rent for $2,800/month on Mar 22, 2020.","Details for 130 Putnam St #3Multi FamilyNo pets allowedRent Includes: Sewage, GarbageLaundry: In UnitHeating fuel: noneLaundry: SharedNo Air ConditioningParking Type: noneDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/130-putnam-st-3-boston-ma-02128--2406216917
"$3,300/mo",204 Falcon St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools2 Elementary Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat167 Restaurants38 Groceries34 Nightlife,"204 Falcon St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 204 Falcon St #2 is located inEast Boston, Boston. 204 Falcon St #2 was listed for rent for $3,300/month on Mar 18, 2020.","Details for 204 Falcon St #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,300Heating fuel: noneStreet ParkingNo Air ConditioningDishwasherRefrigeratorHeating Fuel: None",https://www.trulia.com/p/ma/boston/204-falcon-st-2-boston-ma-02128--2316172057
"$3,350/mo",133 Cottage St #3,"East Boston, Boston, MA",4 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat313 Restaurants43 Groceries121 Nightlife,"133 Cottage St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 133 Cottage St #3 is located inEast Boston, Boston. 133 Cottage St #3 was listed for rent for $3,350/month on Apr 15, 2020.","Details for 133 Cottage St #3Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,350Parking Type: noneHeating fuel: noneLaundry: In UnitLaundry: SharedNo Air ConditioningDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/133-cottage-st-3-boston-ma-02128--2171568267
"$3,350/mo",133 Cottage St #3,"East Boston, Boston, MA",4 Beds,1 Bath,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat313 Restaurants43 Groceries121 Nightlife,"133 Cottage St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 133 Cottage St #3 is located inEast Boston, Boston. 133 Cottage St #3 was listed for rent for $3,350/month on Apr 15, 2020.","Details for 133 Cottage St #3Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,350Parking Type: noneHeating fuel: noneLaundry: In UnitLaundry: SharedNo Air ConditioningDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/133-cottage-st-3-boston-ma-02128--2171568267
"$3,300/mo",204 Falcon St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools2 Elementary Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat167 Restaurants38 Groceries34 Nightlife,"204 Falcon St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 204 Falcon St #2 is located inEast Boston, Boston. 204 Falcon St #2 was listed for rent for $3,300/month on Mar 18, 2020.","Details for 204 Falcon St #2Multi FamilyRent Includes: Sewage, GarbageDeposit: $3,300Heating fuel: noneStreet ParkingNo Air ConditioningDishwasherRefrigeratorHeating Fuel: None",https://www.trulia.com/p/ma/boston/204-falcon-st-2-boston-ma-02128--2316172057
"$3,400/mo",54 Brooks St #3,"East Boston, Boston, MA",4 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat204 Restaurants32 Groceries59 Nightlife,"54 Brooks St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 54 Brooks St #3 is located inEast Boston, Boston. 54 Brooks St #3 was listed for rent for $3,400/month on Jun 3, 2020.","Details for 54 Brooks St #3Multi Family19 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,400Parking Type: noneNo Air ConditioningLaundry: In UnitLaundry: SharedHeating fuel: noneDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/54-brooks-st-3-boston-ma-02128--2442043228
"$3,500/mo",54 Brooks St #3,"East Boston, Boston, MA",4 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat204 Restaurants32 Groceries59 Nightlife,"54 Brooks St #3,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 54 Brooks St #3 is located inEast Boston, Boston. 54 Brooks St #3 was listed for rent for $3,400/month on Jun 3, 2020.","Details for 54 Brooks St #3Multi Family19 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,400Parking Type: noneNo Air ConditioningLaundry: In UnitLaundry: SharedHeating fuel: noneDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/54-brooks-st-3-boston-ma-02128--2442043228
"$3,500/mo",54 Brooks St #2,"East Boston, Boston, MA",4 Beds,1 Bath,Schools6 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute41% of residents commute by car.,Shop & Eat204 Restaurants32 Groceries59 Nightlife,"54 Brooks St #2,Boston, MA is a 4 bedroom, 1 bathroom multi-family. 54 Brooks St #2 is located inEast Boston, Boston. 54 Brooks St #2 was listed for rent for $3,500/month on May 17, 2020.","Details for 54 Brooks St #2Multi Family36 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,500No Air ConditioningHeating fuel: noneLaundry: SharedParking Type: noneLaundry: In UnitDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/54-brooks-st-2-boston-ma-02128--2445207944
"$2,700/mo",633 Boston Pl #2,"Charlestown, MA",3 Beds,1 Bath,Schools1 Elementary School4 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of the area.,Commute56% of residents commute by car.,Shop & Eat112 Restaurants33 Groceries18 Nightlife,"633 Boston Pl #2,Charlestown, MA is a 3 bedroom, 1 bathroom multi-family. 633 Boston Pl #2 was listed for rent for $2,700/month on Mar 6, 2020.","Details for 633 Boston Pl #2Multi FamilyNo pets allowedRent Includes: Gas, Sewage, GarbageDeposit: $2,700Laundry: In UnitStreet ParkingHeating fuel: noneNo Air ConditioningLaundry: SharedDryerWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/charlestown/633-boston-pl-2-charlestown-ma-02129--2469382733
"$2,200/mo",3 Essex St #G2,"Charlestown, Boston, MA",2 Beds,1 Bath,Schools1 Elementary School2 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute56% of residents commute by car.,Shop & Eat270 Restaurants43 Groceries91 Nightlife,"3 Essex St #G2,Boston, MA is a 2 bedroom, 1 bathroom, 700 sqft multi-family. 3 Essex St #G2 is located inCharlestown, Boston. 3 Essex St #G2 was listed for rent for $2,200/month on May 26, 2020. This property is pet friendly.","Details for 3 Essex St #G2Multi FamilyCats, small dogs allowed27 Days on TruliaDeposit: $2,200Oven/rangeLaundry: In UnitAir ConditioningDishwasherDryerSee Virtual TourMicrowaveRefrigeratorWasherElevatorFloors: HardwoodSee All",https://www.trulia.com/p/ma/boston/3-essex-st-g2-boston-ma-02129--2209298121
"$3,075/mo",85 Ferrin St #3,"Charlestown, Boston, MA",3 Beds,1 Bath,Schools2 Elementary Schools3 Middle Schools2 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute56% of residents commute by car.,Shop & Eat426 Restaurants64 Groceries146 Nightlife,"85 Ferrin St #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 85 Ferrin St #3 is located inCharlestown, Boston. 85 Ferrin St #3 was listed for rent for $3,075/month on Sep 8, 2018.","Details for 85 Ferrin St #3Multi FamilyRent Includes: Gas, Heat, Sewage, GarbageParking Type: noneLaundry: SharedLaundry: In UnitHeating fuel: noneNo Air ConditioningDryerWasherHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/85-ferrin-st-3-boston-ma-02129--2171576206
"$3,075/mo",Address Not Disclosed,"Charlestown, Charlestown, MA",3 Beds,1 Bath,Schools2 Elementary Schools3 Middle Schools2 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute56% of residents commute by car.,Shop & Eat426 Restaurants64 Groceries146 Nightlife,"This home inCharlestown, MA is a 3 bedroom, 1 bathroom, 650 sqft multi-family. This home is located inCharlestown, Charlestown. This property was listed for rent for $3,075/month on May 11, 2020.",Home DetailsMulti FamilyNo pets allowed42 Days on TruliaEat-in KitchenCeramic TilesGas StoveNo SmokingLaundry: SharedDishwasherDisposalMicrowaveRefrigeratorFloors: HardwoodSee All,https://www.trulia.com/p/ma/charlestown/address-not-disclosed-charlestown-ma-02129--2171576206
"$2,100/mo",267 Main St #3A,"Charlestown, Boston, MA",1 Bed,1 Bath,Schools2 Elementary Schools2 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute56% of residents commute by car.,Shop & Eat361 Restaurants64 Groceries123 Nightlife,"267 Main St #3A,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 267 Main St #3A is located inCharlestown, Boston. 267 Main St #3A was listed for rent for $2,100/month on Apr 30, 2020. This property is pet friendly.","Details for 267 Main St #3AMulti FamilyCats allowed53 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,100No Air ConditioningHeating fuel: noneParking Type: noneFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/267-main-st-3a-boston-ma-02129--2171826028
"$3,500/mo",18 Allston St #3,"Charlestown, Boston, MA",3 Beds,2 Baths,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute56% of residents commute by car.,Shop & Eat281 Restaurants37 Groceries97 Nightlife,"18 Allston St #3,Boston, MA is a 3 bedroom, 2 bathroom multi-family. 18 Allston St #3 is located inCharlestown, Boston. 18 Allston St #3 was listed for rent for $3,500/month on Oct 28, 2019.","Details for 18 Allston St #3Multi FamilyNo pets allowedRent Includes: Sewage, GarbageDeposit: $3,500Street ParkingNo Air ConditioningHeating fuel: noneDishwasherMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/18-allston-st-3-boston-ma-02129--2172022361
