Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$2,095/mo",55 Revere St #2,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools8 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1061 Restaurants124 Groceries399 Nightlife,"55 Revere St #2,Boston, MA is a 1 bedroom, 1 bathroom, 600 sqft multi-family. 55 Revere St #2 is located inBeacon Hill, Boston. 55 Revere St #2 was listed for rent for $2,095/month on Jun 19, 2020.","Details for 55 Revere St #2Multi FamilyAvailable: Sep 1stNo pets allowed6 Days on TruliaRent Includes: WaterDeposit: $2,095Unfurnished -Laundry: SharedDishwasherDisposalRefrigeratorSee All",https://www.trulia.com/p/ma/boston/55-revere-st-2-boston-ma-02114--2172650431
"$2,200/mo",1 Champney Pl #2,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools8 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1061 Restaurants124 Groceries399 Nightlife,"1 Champney Pl #2,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 1 Champney Pl #2 is located inBeacon Hill, Boston. 1 Champney Pl #2 was listed for rent for $2,200/month on Feb 14, 2020.","Details for 1 Champney Pl #2Multi FamilyRent Includes: Hot Water, Sewage, GarbageDeposit: $2,200Heating fuel: noneParking Type: noneNo Air ConditioningFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/1-champney-pl-2-boston-ma-02114--2173096413
"$2,200/mo",1 Champney Pl #2,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools8 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1061 Restaurants124 Groceries399 Nightlife,"1 Champney Pl #2,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 1 Champney Pl #2 is located inBeacon Hill, Boston. 1 Champney Pl #2 was listed for rent for $2,200/month on Feb 14, 2020.","Details for 1 Champney Pl #2Multi FamilyRent Includes: Hot Water, Sewage, GarbageDeposit: $2,200Heating fuel: noneParking Type: noneNo Air ConditioningFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/1-champney-pl-2-boston-ma-02114--2173096413
"$3,050/mo",48 Garden St #2,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1049 Restaurants121 Groceries395 Nightlife,"48 Garden St #2,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 48 Garden St #2 is located inBeacon Hill, Boston. 48 Garden St #2 was listed for rent for $3,050/month on Apr 9, 2020.","Details for 48 Garden St #2Multi FamilyRent Includes: Hot Water, Sewage, GarbageNo Air ConditioningParking Type: noneHeating fuel: noneRefrigeratorFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/48-garden-st-2-boston-ma-02114--2171829282
"$3,125/mo",89 Myrtle St #4,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1074 Restaurants127 Groceries410 Nightlife,"89 Myrtle St #4,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 89 Myrtle St #4 is located inBeacon Hill, Boston. 89 Myrtle St #4 was listed for rent for $3,125/month on Apr 9, 2020.","Details for 89 Myrtle St #4Multi FamilyRent Includes: Hot Water, Sewage, GarbageNo Air ConditioningParking Type: noneHeating fuel: noneFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/89-myrtle-st-4-boston-ma-02114--2171825487
"$3,075/mo",97 Myrtle St #1,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1074 Restaurants127 Groceries410 Nightlife,"97 Myrtle St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 97 Myrtle St #1 is located inBeacon Hill, Boston. 97 Myrtle St #1 was listed for rent for $3,075/month on Mar 29, 2020.","Details for 97 Myrtle St #1Multi FamilyRent Includes: Hot Water, Sewage, GarbageHeating fuel: noneLaundry: SharedParking Type: noneLaundry: In UnitNo Air ConditioningDishwasherDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/97-myrtle-st-1-boston-ma-02114--2171575476
"$3,550/mo",51 Joy St #4,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1044 Restaurants117 Groceries383 Nightlife,"51 Joy St #4,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 51 Joy St #4 is located inBeacon Hill, Boston. 51 Joy St #4 was listed for rent for $3,550/month on May 19, 2020.","Details for 51 Joy St #4Multi Family37 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,550No Air ConditioningParking Type: noneHeating fuel: noneFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/51-joy-st-4-boston-ma-02114--2181182634
"$2,950/mo",238 Cambridge St #4,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1039 Restaurants125 Groceries387 Nightlife,"238 Cambridge St #4,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 238 Cambridge St #4 is located inBeacon Hill, Boston. 238 Cambridge St #4 was listed for rent for $2,950/month on May 14, 2020. This property is pet friendly.","Details for 238 Cambridge St #4Multi FamilyCats allowed42 Days on TruliaRent Includes: Hot Water, Sewage, GarbageStreet ParkingNo Air ConditioningLaundry: In UnitHeating fuel: noneLaundry: SharedDishwasherDisposalDryerRefrigeratorWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/238-cambridge-st-4-boston-ma-02114--2001415944
"$3,095/mo",125 Myrtle St #4,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1087 Restaurants126 Groceries417 Nightlife,"125 Myrtle St #4,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 125 Myrtle St #4 is located inBeacon Hill, Boston. 125 Myrtle St #4 was listed for rent for $3,095/month on Jun 21, 2020. This property is pet friendly.","Details for 125 Myrtle St #4Multi FamilyCats allowed4 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,095No Air ConditioningHeating fuel: noneParking Type: noneDishwasherDisposalMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/125-myrtle-st-4-boston-ma-02114--2171824750
"$3,095/mo",125 Myrtle St #4,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1087 Restaurants126 Groceries417 Nightlife,"125 Myrtle St #4,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 125 Myrtle St #4 is located inBeacon Hill, Boston. 125 Myrtle St #4 was listed for rent for $3,095/month on Jun 21, 2020. This property is pet friendly.","Details for 125 Myrtle St #4Multi FamilyCats allowed4 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,095No Air ConditioningHeating fuel: noneParking Type: noneDishwasherDisposalMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/125-myrtle-st-4-boston-ma-02114--2171824750
"$3,000/mo",51 Joy St #2,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1044 Restaurants117 Groceries383 Nightlife,"51 Joy St #2,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 51 Joy St #2 is located inBeacon Hill, Boston. 51 Joy St #2 was listed for rent for $3,025/month on Apr 10, 2020.",Details for 51 Joy St #2Multi FamilyNo pets allowed,https://www.trulia.com/p/ma/boston/51-joy-st-2-boston-ma-02114--2181182637
"$3,095/mo",125 Myrtle St #4,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1087 Restaurants126 Groceries417 Nightlife,"125 Myrtle St #4,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 125 Myrtle St #4 is located inBeacon Hill, Boston. 125 Myrtle St #4 was listed for rent for $3,095/month on Jun 21, 2020. This property is pet friendly.","Details for 125 Myrtle St #4Multi FamilyCats allowed4 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,095No Air ConditioningHeating fuel: noneParking Type: noneDishwasherDisposalMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/125-myrtle-st-4-boston-ma-02114--2171824750
"$2,995/mo",125 Myrtle St #5,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1087 Restaurants126 Groceries417 Nightlife,"125 Myrtle St #5,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 125 Myrtle St #5 is located inBeacon Hill, Boston. 125 Myrtle St #5 was listed for rent for $2,995/month on Jun 13, 2020.","Details for 125 Myrtle St #5Multi Family12 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,995Heating fuel: noneNo Air ConditioningParking Type: noneFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/125-myrtle-st-5-boston-ma-02114--2171828409
"$2,250/mo",108 Myrtle St #12A,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools8 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1074 Restaurants127 Groceries410 Nightlife,"108 Myrtle St #12A,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 108 Myrtle St #12A is located inBeacon Hill, Boston. 108 Myrtle St #12A was listed for rent for $2,250/month on Jun 17, 2020.","Details for 108 Myrtle St #12AMulti Family8 Days on TruliaRent Includes: Hot Water, Sewage, GarbageParking Type: noneNo Air ConditioningLaundry: In UnitHeating fuel: noneLaundry: SharedDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/108-myrtle-st-12a-boston-ma-02114--2171826813
"$2,100/mo",4 Champney Pl #2,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools8 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1061 Restaurants124 Groceries399 Nightlife,"4 Champney Pl #2,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 4 Champney Pl #2 is located inBeacon Hill, Boston. 4 Champney Pl #2 was listed for rent for $2,100/month on May 8, 2020.","Details for 4 Champney Pl #2Multi Family48 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,100No Air ConditioningHeating fuel: noneParking Type: noneFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/4-champney-pl-2-boston-ma-02114--2001417744
"$2,900/mo",Address Not Disclosed,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1049 Restaurants121 Groceries395 Nightlife,"This home inBoston, MA is a 2 bedroom, 1 bathroom, 700 sqft multi-family. This home is located inBeacon Hill, Boston. This property was listed for rent for $2,900/month on May 6, 2020. This property is pet friendly.","Home DetailsMulti FamilyCats allowed50 Days on TruliaRent Includes: Gas, WaterHeating Fuel: Gas",https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02114--2194514140
"$2,860/mo",Address Not Disclosed,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1013 Restaurants118 Groceries375 Nightlife,"This home inBoston, MA is a 2 bedroom, 1 bathroom multi-family. This home is located inBeacon Hill, Boston. This property was listed for rent for $2,860/month on Jun 5, 2020.","Home DetailsMulti FamilyNo pets allowed20 Days on TruliaRent Includes: Gas, WaterParking Type: none",https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02114--2124261626
"$2,900/mo",Address Not Disclosed,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools7 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1049 Restaurants121 Groceries395 Nightlife,"This home inBoston, MA is a 2 bedroom, 1 bathroom, 405 sqft multi-family. This home is located inBeacon Hill, Boston. This property was listed for rent for $2,900/month on Jun 14, 2020.",Home DetailsMulti FamilyNo pets allowed11 Days on TruliaParking Type: none,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02114--2175010472
"$2,300/mo",147 Charles St #1,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools6 Elementary Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1069 Restaurants126 Groceries395 Nightlife,"147 Charles St #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 147 Charles St #1 is located inBeacon Hill, Boston. 147 Charles St #1 was listed for rent for $2,300/month on May 7, 2020.","Details for 147 Charles St #1Multi Family49 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,300No Air ConditioningStreet ParkingHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/147-charles-st-1-boston-ma-02114--2382001535
"$2,375/mo",147 Charles St #3,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools6 Elementary Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1069 Restaurants126 Groceries395 Nightlife,"147 Charles St #3,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 147 Charles St #3 is located inBeacon Hill, Boston. 147 Charles St #3 was listed for rent for $2,375/month on Apr 11, 2019.","Details for 147 Charles St #3Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,375Parking Type: noneNo Air ConditioningHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/147-charles-st-3-boston-ma-02114--2359266442
"$2,790/mo",85 Myrtle St #5,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools7 Elementary Schools,CrimeLowest crime relative to the rest of the area.,Commute21% of residents commute by car.,Shop & Eat1067 Restaurants125 Groceries405 Nightlife,"85 Myrtle St #5,Boston, MA is a 1 bedroom, 1 bathroom, 450 sqft multi-family. 85 Myrtle St #5 is located inBeacon Hill, Boston. 85 Myrtle St #5 was listed for rent for $2,790/month on Apr 16, 2020. This property is pet friendly.","Details for 85 Myrtle St #5Multi FamilyAvailable: Jul 19thCats, small dogs allowedParking Type: noneNo Air ConditioningHeating fuel: noneCO DetectorFire DetectorLaundry: SharedDishwasherMicrowaveRefrigeratorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/85-myrtle-st-5-boston-ma-02114--2456727741
"$2,300/mo",33 Anderson St #1,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools7 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1061 Restaurants124 Groceries399 Nightlife,"33 Anderson St #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 33 Anderson St #1 is located inBeacon Hill, Boston. 33 Anderson St #1 was listed for rent for $2,300/month on May 21, 2020. This property is pet friendly.",Details for 33 Anderson St #1Multi FamilyAvailable: Sep 1stCats allowed35 Days on TruliaUnfurnished -Air ConditioningDeckDishwasherDisposalRefrigeratorSee All,https://www.trulia.com/p/ma/boston/33-anderson-st-1-boston-ma-02114--2172829889
"$2,195/mo",64 Revere St #3,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools8 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1074 Restaurants127 Groceries410 Nightlife,"64 Revere St #3,Boston, MA is a 1 bedroom, 1 bathroom, 500 sqft multi-family. 64 Revere St #3 is located inBeacon Hill, Boston. 64 Revere St #3 was listed for rent for $2,195/month on Jun 16, 2020.","Details for 64 Revere St #3Multi FamilyAvailable: Aug 1stNo pets allowed9 Days on TruliaRent Includes: Heat, Hot Water, WaterDeposit: $2,195Laundry: SharedUnfurnished -Refrigerator",https://www.trulia.com/p/ma/boston/64-revere-st-3-boston-ma-02114--2171827025
"$2,300/mo",15 Joy St #9,"Beacon Hill, Boston, MA",1 Bed,1 Bath,Schools6 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1058 Restaurants120 Groceries400 Nightlife,"15 Joy St #9,Boston, MA is a 1 bedroom, 1 bathroom, 500 sqft multi-family. 15 Joy St #9 is located inBeacon Hill, Boston. 15 Joy St #9 was listed for rent for $2,300/month on Jun 2, 2020.","Details for 15 Joy St #9Multi FamilyAvailable: Sep 1stNo pets allowed23 Days on TruliaRent Includes: Heat, WaterDeposit: $2,300Unfurnished -Refrigerator",https://www.trulia.com/p/ma/boston/15-joy-st-9-boston-ma-02114--2172243636
"$3,000/mo",Address Not Disclosed,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools5 Elementary Schools1 High School,CrimeModerate crime relative to the rest of Suffolk county.,Commute20% of residents commute by car.,Shop & Eat1105 Restaurants126 Groceries421 Nightlife,"This home inBoston, MA is a 2 bedroom, 1 bathroom multi-family. This home is located inBeacon Hill, Boston. This property was listed for rent for $3,000/month on May 31, 2020.",Home DetailsMulti FamilyNo pets allowed25 Days on TruliaParking Type: noneHeating system: Electricity,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02108--2172863674
"$3,300/mo",3 Champney Pl #3,"Beacon Hill, Boston, MA",2 Beds,1 Bath,Schools8 Elementary Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat1061 Restaurants124 Groceries399 Nightlife,"3 Champney Pl #3,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 3 Champney Pl #3 is located inBeacon Hill, Boston. 3 Champney Pl #3 was listed for rent for $3,300/month on Jun 11, 2020.","Details for 3 Champney Pl #3Multi Family14 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,300No Air ConditioningParking Type: noneHeating fuel: noneDishwasherMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/3-champney-pl-3-boston-ma-02114--2179836914
